Source,Target
Alberto O. Mendelzon,Ken Q. Pu
Alberto Scarpa,Dario Massarin
Alberto Scarpa,Enrico Pagello
Alberto Scarpa,Enrico Ros
Alejandro J. Troccoli,Benjamin Smith 0001
Alejandro J. Troccoli,Ioannis Stamos
Alejandro J. Troccoli,Stephen Murray
Alejandro López-Ortiz,John Tromp
Alejandro López-Ortiz,Peter van Beek
Aleks Jakulin,Ivan Bratko
Aleksandar Icev,Carolina Ruiz
Aleksandar Icev,Elizabeth F. Ryder
Aleksandar Lazarevic,Aysel Ozgur
Aleksandar Lazarevic,Kevin W. Bowyer
Aleksandar Lazarevic,Kumar K. Tamma
Aleksandar Lazarevic,Lawrence O. Hall
Aleksandar Lazarevic,Levent Ertöz
Alessandro Campi,Enrico Augurusa
Alessandro Campi,Stefano Ceri
Alessandro Cimatti,Charles Pecheur
Alessandro Cimatti,Roberto Cavada
Alessandro Micarelli,Enver Sangineto
Alessio Mazzanti,Dino Pedreschi
Alex Cozzi,Byron Dom
Alex Delis,Mehdi Kharrazi
Alex Rasin,Michael Stonebraker
Alex Rasin,Mitch Cherniack
Alex Rasin,Stanley B. Zdonik
Alex Rasin,Ying Xing
Alexander Ferrein,Christian Fritz 0001
Alexander Ferrein,Gerhard Lakemeyer
Alexander G. Gray,Andrew W. Moore 0001
Alexander Hinneburg,Daniel A. Keim
Alexander Hinneburg,Dirk Habich
Alexander Hinneburg,Markus Wawryniuk
Alexander Hinneburg,Wolfgang Lehner
Alexander Kovarsky,Jonathan Schaeffer
Alexander Maedche,Boris Motik
Alexander Maedche,Ljiljana Stojanovic
Alexander Maedche,Raphael Volz
Alexander Maedche,Rudi Studer
Alexander Norbash,William M. Wells III
Alexander P. Topchy,Anil K. Jain 0001
Alexander P. Topchy,William F. Punch
Alexander T. Ihler,Alan S. Willsky
Alexander T. Ihler,William T. Freeman
Alexander von Eye,Frank A. Biocca
Alexander von Eye,Gretchen Barbatsis
Alexander von Eye,Yong Zhao 0006
Alexandra I. Cristea,Arnout de Mooij
Alexandre V. Evfimievski,Johannes Gehrke
Alexandros Kalousis,Melanie Hilario
Alexandros Labrinidis,Nick Roussopoulos
Alexey Zalesny,Dominik Auf der Maur
Alexey Zalesny,Luc Van Gool
Alexey Zalesny,Maarten Vergauwen
Alexey Zalesny,Rupert Paget
Alfred O. Hero III,Christophe Vignat
Ali Rahimi,Trevor Darrell
Ali Shahrokni,Pascal Fua
Ali Shokoufandeh,Sven J. Dickinson
Alin Deutsch,Val Tannen
Allan W. K. Loh,Mike Robey
Allen Quoc-Luan Tran,Antonio S. Cheng
Allen Quoc-Luan Tran,Kevin Harris
Alon Y. Halevy,Dan Suciu
Alon Y. Halevy,Deepak Verma
Alon Y. Halevy,Henry M. Levy
Alon Y. Halevy,Igor Tatarinov
Alon Y. Halevy,Peter Mork
Alon Y. Halevy,Pradeep Shenoy
Alon Y. Halevy,Stani Vlasseva
Alon Y. Halevy,William Pentney
Alon Y. Halevy,Zachary G. Ives
Alvaro del Val,Manuel Cebrián
Alvin T. S. Chan,Hong Va Leong
Alvin T. S. Chan,Ronnie Cheung
Amaury Habrard,Marc Bernard
Amaury Habrard,Marc Sebban
Amit K. Roy-Chowdhury,Rama Chellappa
Amit Mandvikar,Kari Torkkola
Amit Mandvikar,Patricia G. Foschi
Amit Singh,Ali Saman Tosun
Amit Singh,Hakan Ferhatosmanoglu
Amy Greenwald,Keith Hall
Amy McGovern,David D. Jensen
Amélie Marian,Jérôme Siméon
Ana L. N. Fred,Anil K. Jain 0001
Ananda Rangan,Moshe Looks
Anastasios Kementsietsidis,Marcelo Arenas
Anastasios Kementsietsidis,Renée J. Miller
Anastasios Tombros,Ian Ruthven
Anastassia Ailamaki,Gregory R. Ganger
Anaïs Fabre,Ulrich Junker
Andrea Calì,Domenico Lembo
Andrea Calì,Riccardo Rosati
Andrea Fusiello,Vittorio Murino
Andrea Piras,Stefano Sanna
Andrea Prati 0001,Roberto Vezzani
Andrea Torsello,Edwin R. Hancock
Andreas Faatz,Ralf Steinmetz
Andreas Herzig,Jérôme Lang
Andreas Herzig,Pierre Marquis
Andreas Heß,Nicholas Kushmerick
Andreas Hotho,Gerd Stumme
Andreas Hotho,Steffen Staab
Andreas Koeller,Elke A. Rundensteiner
Andreas Lüneburg,Tobias Scheffer
Andrei Arion,Andrea Pugliese 0001
Andrei Arion,Angela Bonifati
Andrei Arion,Gianni Costa
Andrei Arion,Ioana Manolescu
Andrei Arion,Sandra D'Aguanno
Andrei Z. Broder,Aya Soffer
Andrei Z. Broder,David Carmel
Andrei Z. Broder,Janet L. Wiener
Andrei Z. Broder,Jason Y. Zien
Andrei Z. Broder,Marc Najork
Andrei Z. Broder,Michael Herscovici
Andrew Isaac,Claude Sammut
Andrew J. Marek,Martin C. Martin
Andrew J. Marek,William D. Smart
Andrew Lim 0001,Brian Rodrigues
Andrew Lim 0001,Fei Xiao
Andrew Lim 0001,Kian Win Ong
Andrew McCallum,Ben Wellner
Andrew McCallum,Xing Wei
Andrew Nierman,Cong Yu 0001
Andrew Olney,Arthur C. Graesser
Andrew R. Willis,David B. Cooper
Andrew R. Willis,Xavier Orriols
Andrew Tomkins,Jason Y. Zien
Andrew Tomkins,John A. Tomlin
Andrew W. Fitzgibbon,Andrew Zisserman
Andrew W. Moore 0001,David Cohn
Andrew W. Moore 0001,Gregory F. Cooper
Andrew W. Moore 0001,Jeff G. Schneider
Andrew W. Moore 0001,Michael M. Wagner
Andrew Wilson,Nuria Oliver
Andrew Witkowski,Gregory Dorman
Andrew Witkowski,Lei Sheng
Andrew Witkowski,Nathan Folkert
Andrew Witkowski,Sankar Subramanian
Andrew Witkowski,Tolga Bozkaya
Andrew Zisserman,Ian D. Reid 0001
Andrey Balmin,Nick Koudas
Andrey Balmin,Yannis Papakonstantinou
András A. Benczúr,Eszter Windhager
András A. Benczúr,Tamás Sarlós
André Bergholz,Boris Chidlovskii
Andy MacFarlane,Julie A. McCann
Andy MacFarlane,Stephen E. Robertson
Angela Bonifati,Andrea Pugliese 0001
Angela Bonifati,Cosmin Cremarenco
Angela Bonifati,Florin Dragan 0001
Angela Bonifati,Gianni Costa
Angela Bonifati,Gregory Cobena
Angela Bonifati,Ioana Manolescu
Angela Bonifati,Nicoleta Preda
Angela Bonifati,Sandra D'Aguanno
Angela Bonifati,Tova Milo
Angelo C. Restificar,Peter Haddawy
Anil K. Jain 0001,William F. Punch
Ann Christine Catlin,Ahmed K. Elmagarmid
Ann Nowé,Bernard Manderick
Annalisa Appice,Donato Malerba
Anne H. H. Ngu,Du Q. Huynh
Anne H. H. Ngu,John Shepherd
Anne H. H. Ngu,Quan Z. Sheng
Anne Kao,Lesley Quach
Anne Kao,Steve Poteet
Anne Kao,Steve Woods
Annie Y. S. Lau,Achim G. Hoffmann
Annie Y. S. Lau,Johanna I. Westbrook
Annie Y. S. Lau,Tatjana Zrimec
Anny Ng,Ada Wai-Chee Fu
Anthony Brockwell,Christos Faloutsos
Anthony Hoogs,Gees C. Stein
Anthony Hoogs,Jens Rittscher
Anthony Hoogs,John Schmiederer
Anthony J. Yezzi,Stefano Soatto
Anthony K. H. Tung,Jiong Yang
Anthony K. H. Tung,Mohammed Javeed Zaki
Anton Leuski,Douglas W. Oard
Anton Leuski,Rahul Bhagat
Antonella Guzzo,Domenico Saccà
Antonella Guzzo,Giuseppe Manco 0001
Antonio Criminisi,Kentaro Toyama
Antonio Criminisi,Patrick Pérez
Antonio Garrido Tejero,Eva Onaindia
Antonio Moreno,David Riaño 0001
Antonio Robles-Kelly,Edwin R. Hancock
Antonio Torralba 0001,William T. Freeman
Antonios Deligiannakis,Nick Roussopoulos
Antonios Kogias,Dimosthenis Anagnostopoulos
Antonis C. Kokossis,Antonio Moreno
Antonis C. Kokossis,David Riaño 0001
Antonis C. Kokossis,Laureano Jiménez
Antti Leino,Heikki Mannila
Antti Leino,Ritva Liisa Pitkänen
Ao Feng,Alvaro Bolivar
Apostol Natsev,Belle L. Tseng
Apostol Natsev,Harriet J. Nock
Apostol Natsev,John R. Smith
Apostolos Kritikopoulos,Martha Sideri
April Nowell,Dimitris N. Metaxas
Arantza Aldea,Antonio Moreno
Arantza Aldea,Antonis C. Kokossis
Arantza Aldea,David Isern
Arantza Aldea,David Riaño 0001
Arantza Aldea,Jaime Bocio
Arantza Aldea,Javier Gramajo
Arantza Aldea,Laureano Jiménez
Arantza Aldea,René Bañares-Alcántara
Ari Pirkola,Heikki Keskustalo
Ari Pirkola,Jarmo Toivonen
Ari Pirkola,Kalervo Järvelin
Ari Pirkola,Kari Visala
Ariel Fuxman,Renée J. Miller
Arif Tumer,Asuman Dogac
Arif Tumer,Ismail Hakki Toroslu
Aris Anagnostopoulos,Laurent Michel
Aris Anagnostopoulos,Pascal Van Hentenryck
Aris Anagnostopoulos,Yannis Vergados
Aristides Gionis,Heikki Mannila
Aristides Gionis,Teija Kujala
Armin Gruen,Fabio Remondino
Armin Gruen,Li Zhang 0005
Arnaldo J. Abrantes,João Miranda Lemos
Arnaud Lallouet,Andrei Legtchenko
Arnaud Sahuguet,Avinash Vyas
Arun Iyengar,Fred Douglis
Arun Iyengar,Ling Liu 0001
Arun Jagatheesan,Norman W. Paton
Arun Jagatheesan,Paul Watson 0001
Arun Jagatheesan,Reagan Moore
Arvind Arasu,Brian Babcock
Arvind Arasu,Hector Garcia-Molina
Arvind Arasu,Jennifer Widom
Arvind Arasu,Justin Rosenstein
Arvind Arasu,Keith Ito
Arvind Rangaswamy,Nirmal Pal
Ashish Kumar Gupta,Alon Y. Halevy
Ashish Kumar Gupta,Dan Suciu
Ashraf Aboulnaga,Jeffrey F. Naughton
Ashutosh Garg,Dan Roth
Ashutosh Garg,Thomas S. Huang
Ashutosh Garg,Xiang Sean Zhou
Assaf Schuster,Dan Trock
Assaf Schuster,Ran Wolff
Asuman Dogac,Ismail Hakki Toroslu
Athanasios Psaras-Chatzigeorgiou,Athanasios K. Tsakalidis
Athanasios Psaras-Chatzigeorgiou,Evangelos Sakkopoulos
Atsushi Fujii,Noriko Kando
Atsushi Fujii,Yuzo Marukawa
Atsushi Nakazawa,Ko Nishino
Atsushi Nakazawa,Takeshi Oishi
Aurora Pons-Porrata,José Ruiz-Shulcloper
Aurora Pons-Porrata,Rafael Berlanga Llavori
Aurélien Slodzian,José Ghislain Quenum
Austin I. Eliazar,Ronald Parr
Avigdor Gal,Alberto Trombetta
Avigdor Gal,Vladimir Zadorozhny
Avril Styrman,Kim Viljanen
Aya Soffer,David C. Smith
Aya Soffer,Jason Y. Zien
Aya Soffer,Vladimir Soroka
Aya Soffer,Wayne Niblack
Baba C. Vemuri,Thomas Mareci
Barbara J. Grosz,Stuart M. Shieber
Barry Smyth,David C. Wilson
Barry Smyth,Evelyn Balfe
Barry Smyth,James Reilly 0001
Barry Smyth,Jill Freyne
Barry Smyth,Kevin McCarthy
Barry Smyth,Lorraine McGinty
Barry Smyth,Maurice Coyle
Barry Smyth,Peter Briggs
Bart Selman,Magda Valls
Bastian Goldlücke,Marcus A. Magnor
Bastian Leibe,Bernt Schiele
Bavani Arunasalam,Joseph G. Davis
Belle L. Tseng,Harriet J. Nock
Ben Blum,Christian R. Shelton
Ben Blum,Daphne Koller
Ben Tordoff,David William Murray 0001
Benjamin C. M. Fung,Ke Wang 0001
Benjamin C. M. Fung,Martin Ester
Benjamin N. Grosof,Ian Horrocks
Benjamin N. Grosof,Raphael Volz
Benjamin N. Grosof,Stefan Decker
Benjamin N. Grosof,Terrence C. Poon
Benjamin Smith 0001,Ioannis Stamos
Benjamin Smith 0001,Stephen Murray
Benjamin Taskar,Daphne Koller
Benjamin Taskar,Ming Fai Wong
Benjamín Hernández,Enrique Dunn
Bent Guldbjerg Christensen,Frank Allan Hansen
Bent Guldbjerg Christensen,Niels Olof Bouvin
Bernadette Bouchon-Meunier,Maria Rifqi
Bernd Amann,Frederic Dang Ngoc
Bernd Amann,Jérôme Baumgarten
Bernd Amann,Omar Benjelloun
Bernd Amann,Tova Milo
Bernd Gotsmann,Daniel Jubin
Bernd Gotsmann,Dorothea Wiesmann
Bernd Gotsmann,Hugo E. Rothuizen
Bernd Gotsmann,Mark A. Lantz
Bernd Gotsmann,Peter Vettiger
Bernd Gotsmann,Richard Stutz
Bernd Gotsmann,Walter Häberle
Bernd Simon,Joaquín Salvachúa
Bernd Simon,Michael Sintek
Bernd Simon,Stefan Brantner
Bernd Simon,Symeon Retalis
Bernd Simon,Wolfgang Nejdl
Bernd Simon,Zoltán Miklós 0001
Bernhard Penz,Stefan Podlipnig
Bernhard Seeger,David Scot Taylor
Bernhard Seeger,Peter Widmayer
Berthold K. P. Horn,Michael S. Mermelstein
Bertram Ludäscher,Maryann E. Martone
Bertrand Neveu,Gilles Trombettoni
Bettina Berendt,Maximilian Teltzrow
Beverly Yang,Hector Garcia-Molina
Bharat Kumar,Arnaud Sahuguet
Bharat Kumar,Avinash Vyas
Bharat Kumar,Daniel F. Lieuwen
Bharat Kumar,Peter F. Patel-Schneider
Bianca Zadrozny,John Langford 0001
Bianca Zadrozny,Naoki Abe
Bijan Parsia,James A. Hendler
Bill MacCartney,Eyal Amir
Bill MacCartney,Sheila A. McIlraith
Bill MacCartney,Tomás E. Uribe
Bill Yuan-chi Chiu,Eamonn J. Keogh
Bill Yuan-chi Chiu,Stefano Lonardi
Bin Chen,Manoranjan Dash
Bin Chen,Peter J. Haas
Bin Chen,Peter Scheuermann
Bin Cui 0001,Keng Lik Teo
Bin He 0001,Kevin Chen-Chuan Chang
Bing Liu 0001,Andreas Schaller
Bing Liu 0001,Chee Wee Chin
Bing Liu 0001,Philip S. Yu
Bing Liu 0001,Robert L. Grossman
Bing Liu 0001,Thomas M. Tirpak
Bing Liu 0001,Yang Dai
Birgit Hay,Geert Wets
Birgit Hay,Koen Vanhoof
Björn Ommer,Joachim M. Buhmann
Bjørn Aldag,Jon Curtis
Bjørn Aldag,Kathy Panton
Bjørn Aldag,Nancy Salay
Bjørn Aldag,Stefano Bertolo
Bo Han,Zoran Obradovic
Bo Ling,Ming Zhang
Bob Leivian,Chip Wood
Bob Leivian,John Summers
Bob Price,Craig Boutilier
Bodo Billerbeck,Falk Scholer
Bodo Billerbeck,Hugh E. Williams
Bodo Billerbeck,Justin Zobel
Bohdana Ratitch,Doina Precup
Boris Katz,Aaron Fernandes
Boris Katz,Gregory Marton
Boris Katz,Jimmy J. Lin
Boris Motik,Ljiljana Stojanovic
Boris Motik,Raphael Volz
Boris Motik,Rudi Studer
Bouchra Abboud,Franck Davoine
Bradford Pielech,Elke A. Rundensteiner
Bradford Pielech,Mukesh Mulchandani
Brady Clark,Elizabeth Owen Bratt
Brady Clark,Heather Pon-Barry
Brady Clark,Stanley Peters
Brady Clark,Zack Thomsen-Gray
Brahim Hnich,Toby Walsh
Bram Vanschoenwinkel,Bernard Manderick
Branislav Micusík,Tomás Pajdla
Brendan J. Frey,Anitha Kannan
Brennan Sellner,Brad Lisien
Brian Babcock,Chris Olston
Brian Babcock,Gautam Das 0001
Brian Babcock,Jennifer Widom
Brian Babcock,Justin Rosenstein
Brian Babcock,Keith Ito
Brian Babcock,Rajeev Motwani 0001
Brian Curless,Steven M. Seitz
Brian D. Davison 0001,David B. Lewanda
Brian D. Davison 0001,David G. Deschenes
Brian Kulis,Bart Selman
Brian Milch,Sergey Brin
Brian Murphy,Bradford Pielech
Brian Murphy,Elke A. Rundensteiner
Brian Murphy,Mukesh Mulchandani
Brian Rodrigues,Fei Xiao
Bruce A. Draper,Carol Kaito
Bruce A. Draper,David S. Bolme
Bruce A. Draper,José Bins
Bruce G. Lindsay 0001,Elizabeth Hamel
Bruce G. Lindsay 0001,Jens Stankiewitz
Bruce G. Lindsay 0001,Serge Bourbonnais
Bruce G. Lindsay 0001,Tuong C. Truong
Bruno Jedynak,Mohamed Daoudi
Byron Choi,Amélie Marian
Caleb C. Noble,Diane J. Cook
Calisto Zuzarte,Hamid Pirahesh
Calisto Zuzarte,Qi Cheng
Carla P. Gomes,Bart Selman
Carla P. Gomes,Magda Valls
Carlo Zaniolo,Chang Luo
Carlos Areces,Ian Horrocks
Carlos Areces,Ulrike Sattler
Carlos Eisenberg,Boi Faltings
Carlos Guestrin,Chris Gearhart
Carlos Guestrin,Daphne Koller
Carlos Guestrin,Neal Kanodia
Carlos José Pereira de Lucena,Daniel Schwabe
Carlos Santos 0001,Nuno Correia 0001
Carlotta Domeniconi,Ning Kang 0009
Carmel Domshlak,Bart Selman
Carmel Domshlak,Carla P. Gomes
Carmel Domshlak,Francesca Rossi
Carmel Domshlak,Kristen Brent Venable
Carmel Domshlak,Magda Valls
Carmel Domshlak,Toby Walsh
Carmen Guerrero,Ángel Viña
Carol Kaito,José Bins
Carole A. Goble,Robert Stevens 0001
Carole A. Goble,Yeliz Yesilada
Carolina Ruiz,Elizabeth F. Ryder
Carsten Lutz,Carlos Areces
Carsten Lutz,Ian Horrocks
Carsten Lutz,Ulrike Sattler
Cathal Gurrin,Alan F. Smeaton
Catherine Tessier,Laurent Chaudron
Chad M. Cumby,Dan Roth
Chandan Mathur,Alex Delis
Chandan Mathur,Mehdi Kharrazi
Chang-Hung Lee,Jian Chih Ou
Chao Liu 0001,Ming Zhang 0004
Chao Wang 0050,Adriano Veloso
Chao Wang 0050,Wagner Meira Jr.
Chao Yuan,David Casasent
Charis Ermopoulos,Nidal Al-Said
Charis Ermopoulos,Vassiliki Pavlaki
Charles Barton,Deepak Goyal
Charles Barton,Marcus Fontoura
Charles Barton,Philippe Charles
Charles Barton,Vanja Josifovski
Charles D. Cranor,Oliver Spatscheck
Charles D. Cranor,Theodore Johnson
Charles D. Cranor,Vladislav Shkapenyuk
Charles L. A. Clarke,Allen Quoc-Luan Tran
Charles L. A. Clarke,Antonio S. Cheng
Charles L. A. Clarke,Egidio L. Terra
Charles L. A. Clarke,Kevin Harris
Charles L. A. Clarke,Philip L. Tilker
Charles Pecheur,Roberto Cavada
Charles W. Anderson,Michael J. Kirby
Charles X. Ling,Harry Zhang
Charles X. Ling,Jin Huang
Charles X. Ling,Robert J. Yan
Charu C. Aggarwal,Philip S. Yu
Chee Yong Chan,Juliana Freire
Chee Yong Chan,Rajeev Rastogi
Chen Qun,Andrew Lim 0001
Chen Qun,Kian Win Ong
Cheng Soon Ong,Alexander J. Smola
ChengXiang Zhai,James P. Callan
ChengXiang Zhai,John D. Lafferty
ChengXiang Zhai,William W. Cohen
Cheryl E. Martin,Carroll Thronesbery
Cheryl E. Martin,Tod Milam
Chi-Yuen Ng,Thomas Lee
Chin Hong Goh,Bo Ling
Chin Hong Goh,Chu Yee Liau
Chin Hong Goh,Ming Zhang
Chip Wood,John Summers
Chiu Wo Choi,Jimmy Ho-Man Lee
Chiu Wo Choi,Peter J. Stuckey
Chris Clifton,Arnaud Sahuguet
Chris Clifton,Bharat Kumar
Chris Clifton,Daniel F. Lieuwen
Chris Clifton,Irini Fundulaki
Chris Clifton,Richard Hull 0001
Chris Gearhart,Neal Kanodia
Chris H. Q. Ding,Horst D. Simon
Chris H. Q. Ding,Parry Husbands
Chris Hillery,Arvind Sundararajan
Chris Hillery,Donald Kossmann
Chris Hillery,Fabio Riccardi
Chris Hillery,Michael J. Carey 0001
Chris Hillery,Paul Lucas
Chris Hillery,Till Westmann
Chris Olston,Jennifer Widom
Chris Olston,Jing Jiang 0029
Chris Stauffer,Kinh Tieu
Christel Vrain,Daniel Cassard
Christian Bessiere,Anaïs Fabre
Christian Bessiere,Ulrich Junker
Christian Bizer,Ralf Heese
Christian Convey,Alex Rasin
Christian Convey,Eduardo F. Galvez
Christian Convey,Michael Stonebraker
Christian Convey,Stanley B. Zdonik
Christian Convey,Ying Xing
Christian Fritz 0001,Gerhard Lakemeyer
Christian Hage,Christian S. Jensen
Christian Hage,Igor Timko
Christian Hage,Laurynas Speicys
Christian Hage,Torben Bach Pedersen
Christian M. Strohmaier,Christoph Ringlstetter
Christian M. Strohmaier,Klaus U. Schulz
Christian M. Strohmaier,Stoyan Mihov
Christian Morbidoni,Francesco Piazza
Christian Panse,Mike Sips
Christian Panse,Stephen C. North
Christian R. Shelton,Daphne Koller
Christian S. Jensen,Bin Cui 0001
Christian S. Jensen,Igor Timko
Christian S. Jensen,Keng Lik Teo
Christian S. Jensen,Laurynas Speicys
Christian S. Jensen,Torben Bach Pedersen
Christiana Christophi,Marios D. Dikaiakos
Christine D. Piatko,Claudia Pearce
Christof Bornhövd,Berthold Reinwald
Christof Bornhövd,Hamid Pirahesh
Christof Bornhövd,Mehmet Altinel
Christoforos Panayiotou,George Samaras
Christoph Hagleitner,Bernd Gotsmann
Christoph Hagleitner,Daniel Jubin
Christoph Hagleitner,Dorothea Wiesmann
Christoph Hagleitner,Gerd Karl Binnig
Christoph Hagleitner,Hugo E. Rothuizen
Christoph Hagleitner,Mark A. Lantz
Christoph Hagleitner,Michel Despont
Christoph Hagleitner,Peter Vettiger
Christoph Hagleitner,Richard Stutz
Christoph Hagleitner,Urs Dürig
Christoph Hagleitner,Ute Drechsler
Christoph Hagleitner,Walter Häberle
Christoph Koch 0001,Reinhard Pichler
Christoph Ringlstetter,Klaus U. Schulz
Christoph Ringlstetter,Stoyan Mihov
Christoph Schmitz 0001,Alexander Löser
Christoph Schmitz 0001,Ingo Brunkhorst
Christoph Schmitz 0001,Mario T. Schlosser
Christoph Schuler,Heiko Schuldt
Christoph Schuler,Patrick Neukomm
Christoph von Praun,Gustavo Alonso
Christoph von Praun,Thomas R. Gross
Christophe Jermann,Bertrand Neveu
Christophe Jermann,Gilles Trombettoni
Christophe Rigotti,Guillaume Euvrard
Christopher C. Yang,Fu Lee Wang
Christopher D. Manning,Gene H. Golub
Christopher Geyer,Kostas Daniilidis
Christopher Kohlhoff,Robert Steele
Christopher R. Palmer,Christos Faloutsos
Christopher S. Campbell,Alex Cozzi
Christopher S. Campbell,Byron Dom
Christopher S. Campbell,Paul P. Maglio
Christopher Stokoe,John Tait
Christopher Stokoe,Michael P. Oakes
Christopher W. Geib,Robert P. Goldman
Christos Faloutsos,Dimitris Papadias
Christos Makris,Athanasios K. Tsakalidis
Christos Makris,Athanasios Psaras-Chatzigeorgiou
Christos Makris,Evangelos Sakkopoulos
Christos Makris,Yannis Panagis
Chu Yee Liau,Bo Ling
Chu Yee Liau,Ming Zhang
Chuck Baldwin,Terence Critchlow
Chun Du,Clement T. Yu
Chun Du,Hai He
Chun Tang,Jian Pei
Chun Yuan,HongJiang Zhang
Chun Yuan,Yu Chen
Chun Yuan,Zheng Zhang 0001
Chun Zeng,Chun-Xiao Xing
Chun Zeng,Li-Zhu Zhou
Chun-Xiao Xing,Li-Zhu Zhou
Chung-Min Chen,Christine T. Cheng
Cindy Xinmin Chen,Carlo Zaniolo
Claude Frasson,Marc Kaltenbach
Claudia Canali,Michele Colajanni
Claudia Canali,Philip S. Yu
Claudia Canali,Riccardo Lancellotti
Claudia Canali,Valeria Cardellini
Claudia Perlich,Foster J. Provost
Claudio Bettini,Sergio Mascetti
Claudio Bettini,Vincenzo Pupillo
Claudio Gennaro,Pasquale Savino
Claudio Gennaro,Pavel Zezula
Clement T. Yu,George Philip
Colin Meek,Shruti Kasetty
Cong Li,Hang Li 0001
Cong Yu 0001,Dragomir R. Radev
Constantin F. Aliferis,Alexander R. Statnikov
Cordelia Schmid,Jean Ponce
Corin R. Anderson,Krzysztof Gajos
Corin R. Anderson,Oren Etzioni
Corin R. Anderson,Pedro M. Domingos
Corin R. Anderson,Steven A. Wolfman
Corin R. Anderson,Tessa A. Lau
Cornelia Seeberg,Andreas Faatz
Cornelia Seeberg,Luka Divac-Krnic
Cornelia Seeberg,Oliver Merkel
Cornelia Seeberg,Ralf Steinmetz
Corsin Decurtins,Beat Signer
Corsin Decurtins,Moira C. Norrie
Cosmin Cremarenco,Florin Dragan 0001
Cosmin Cremarenco,Ioana Manolescu
Cosmin Cremarenco,Nicoleta Preda
Cosmin Cremarenco,Tova Milo
Courtney Wade,Alvaro Bolivar
Craig A. Knoblock,Alexander Yates
Craig Boutilier,Jeffrey O. Kephart
Craig Boutilier,William E. Walsh
Cristian Bucila,Walker M. White
Cristian Sminchisescu,Bill Triggs
Curt J. Ellmann,Michael Watzke
Cynthia A. Thompson,Christopher D. Manning
Cynthia A. Thompson,Roger Levy
Cyrill Stachniss,Wolfram Burgard
