,gender,varying
Daniel C. Zilio,M,1
Daniel Cremers,M,1
Daniel D. Lee,M,1
Daniel DeMenthon,M,1
Daniel E. Rose,M,1
Daniel F. Huber,M,1
Daniel F. Lieuwen,M,1
Daniel Freedman,M,1
Daniel Gatica-Perez,M,1
Daniel Grossman,M,1
Daniel Gruhl,M,2
Daniel Heesch,M,1
Daniel J. Abadi,M,1
Daniel Kifer,M,1
Daniel Marcu,M,1
Daniel Oberle,M,3
Daniel Olmedilla,M,1
Daniel P. Huttenlocher,M,1
Daniel R. Catchpoole,M,1
Daniel Rocco,M,1
Daniel S. Bernstein,M,1
Daniel S. Weld,M,2
Daniel Schwabe,M,2
Daniel Tran,M,1
Daniel Tunkelang,M,1
Daniel Venese,M,1
Daniela Florescu,F,1
Daniele Braga,F,1
Danilo Ardagna,M,1
Danny Levinson,M,1
Danny Z. Chen,M,1
Dante Augusto Couto Barone,M,1
Daphna Buchsbaum,F,1
Daphna Weinshall,F,1
Daphne Koller,F,1
Daren Ler,M,1
Dario Comanducci,M,1
Darius Braziunas,M,1
Darius Burschka,M,1
Darren Marvin,M,1
Daryl Pregibon,M,1
Dave Reynolds,M,2
David A. Evans 0001,M,2
David A. Forsyth,M,2
David A. Grossman,M,1
David A. Shamma,M,1
David B. Christian,M,1
David B. Cooper,M,2
David B. Leake,M,1
David B. Lomet,M,2
David B. Skillicorn,M,1
David Buttler,M,2
David C. Han,M,1
David C. Parkes,M,1
David Carmel,M,1
David Clutter,M,1
David D. Jensen,M,2
David E. Simmen,M,1
David F. Gleich,M,1
David Finkel,M,1
David G. Lowe,M,1
David Gañán,M,1
David Gondek,M,1
David Handy,M,1
David Hawking,M,1
David J. Bell,M,1
David J. Bruemmer,M,1
David J. DeWitt,M,3
David J. Dorsey,M,1
David J. Duke,M,1
David J. Harper,M,1
David J. Kriegman,M,1
David K. Hofer,M,1
David Ko,M,1
David L. Wild,M,1
David Liben-Nowell,M,1
David M. Blei,M,1
David M. Hart,M,1
David Maier 0001,M,3
David Minnen,M,1
David Mumford,M,1
David Nistér,M,2
David Noelle,M,1
David R. Hardoon,M,1
David R. Musicant,M,1
David R. Traum,M,2
David Rosenbluth,M,1
David S. Doermann,M,2
David S. Johnson,M,1
David S. Touretzky,M,1
David S. Vogel,M,1
David T. Liu,M,1
David T. McWherter,M,1
David Verbel,M,1
David W. Cheung,M,3
David W. Patterson,M,1
David Wingate,M,1
David Wolber,M,1
David de la Cruz,M,1
Davide Carboni,M,1
Davide Cardinio,M,1
Dawn N. Jutla,F,1
Deborah L. McGuinness,F,1
Deborah S. Gross,F,1
Debra Schreckenghost,F,1
Deepa Paranjpe,F,1
Deepak Agrawal,M,1
Deepak Verma,M,1
Deng Cai 0001,M,1
Denis Helic,M,1
Denis Lalanne,M,1
Dennis E. Shasha,M,2
Dennis J. Lin,M,1
Dennis Pedersen,M,1
Denny,M,1
Derek Anderson,M,1
Derek Hoiem,M,1
Desmond Chung,M,1
Desmond J. Fitzgerald,M,1
Detlef D. Nauck,M,1
Dexter Chi Wai Siu,M,1
Diana Zhou,F,1
Diane Kelly 0001,F,1
Diego A. Socolinsky,M,2
Diego Calvanese,M,1
Dieter Fensel,M,1
Dieter Fox,M,2
Dieter Gawlick,M,1
Dietmar Seipel,M,1
Dik Lun Lee,M,2
Dilys Thomas,F,1
Dimitrios Gunopulos,M,6
Dimitrios Makris 0001,M,1
Dimitris Achlioptas,M,1
Dimitris N. Metaxas,M,6
Dimitris Papadias,M,7
Dimitris Papadopoulos,M,1
Dimitris Samaras,M,2
Dinesh Das,M,1
Dinesh Manocha,M,1
Dinh Q. Phung,M,1
Dirk Schulz 0001,M,1
Dirk Van Gheel,M,1
Dirk Walther,M,2
Dmitri Asonov,M,1
Dmitri Roussinov,M,1
Dmitri V. Kalashnikov,M,1
Dmitrii Polshakov,M,1
Dmitriy Fradkin,M,1
Dmitry B. Goldgof,M,1
Dmitry Davidov,M,1
Dmitry Lenkov,M,1
Dmitry Pavlov,M,1
Doina Caragea,F,1
Doina Precup,F,2
Domenico Saccà,M,1
Dominic Widdows,M,1
Don R. Hush,M,1
Donald Kossmann,M,1
Donald Metzler,M,1
Donald Perlis,M,1
Donato Malerba,M,1
Dong Zhang 0001,M,1
Dong Zhou,M,1
Dong-Hong Ji,M,1
Donna Harman,F,1
Donna M. Nystrom,F,1
Dorian Suc,M,1
Dorin Comaniciu,M,3
Doron Feldman,M,1
Dou Shen,M,2
Doug Downey,M,1
Douglas P. Hardin,M,1
Douglas R. Heisterkamp,M,1
Douglas W. Oard,M,1
Dov M. Gabbay,M,1
Dragan Djuric,M,2
Dragan Gasevic,M,2
Dragoljub Pokrajac,M,1
Duane R. Edgington,M,1
Duc Nghia Pham,M,1
Duk whan Oh,M,1
Dung N. Lam,M,1
Dunja Mladenic,F,1
Dániel Fogaras,M,1
Eamonn J. Keogh,M,4
Eamonn Newman,M,2
Ebru Ersan,F,1
Edel Greevy,F,1
Edith Cohen,F,1
Ediz Saykol,M,1
Edmond Boyer,M,1
Edmond HaoCun Wu,M,1
Edoardo M. Airoldi,M,2
Eduard H. Hovy,M,1
Eduardo F. Galvez,M,1
Eduardo F. Morales 0001,M,1
Eduardo Mena,M,1
Eduardo R. Hruschka,M,1
Edward A. Fox,M,3
Edward Cutrell,M,1
Edward Hung,M,1
Edward Jaser,M,1
Edward Lank,M,2
Edward Omiecinski,M,1
Edward Sciore,M,1
Edward Y. Chang,M,3
Edwin Rodríguez,M,1
Eero Hyvönen,M,4
Eetu Mäkelä,M,1
Effrosini Kokiopoulou,F,1
Egidio L. Terra,M,2
Egidio Terra,M,1
Ehsan Darrudi,M,1
Ehud Gudes,M,2
Ehud Rivlin,M,2
Eibe Frank,M,3
Einar Mykletun,M,1
Einat Amitay,F,2
Eitan Fenson,M,1
Eitan Sharon,M,3
Elena Baralis,F,1
Elena Ferrari,F,1
Elena Marchiori,F,1
Elena Popovici,F,1
Eli Shechtman,F,1
Elif Kürklü,F,1
Elisa Bertino,F,3
Elisa Drelie Gelasca,F,1
Elisa Quintarelli,F,1
Elisabeth Crawford,F,1
Eliyahu Safra,M,1
Elizabeth D. Liddy,F,1
Elizabeth J. O'Neil,F,1
Elizabeth Owen Bratt,F,1
Elke A. Rundensteiner,F,5
Ella Bingham,F,2
Ellen M. Voorhees,F,1
Ellen Yi-Luen Do,F,1
Ema Nemes,F,1
Emil Ettelaie,M,1
Emilio Davis,M,1
Emmanuel Hebrard,M,1
Emmett Tomai,M,1
Enric Plaza,M,1
Enrico Franconi,M,1
Enrico Giunchiglia,M,1
Enrico Motta,M,2
Enrique Muñoz,M,1
Eran Borenstein,M,1
Eran Shaham,M,1
Erez Shmueli,M,1
Erhard Rahm,M,2
Eric A. Brewer,M,1
Eric A. Hansen,M,2
Eric Bloedorn,M,1
Eric Brill,M,2
Eric C. Jensen,M,1
Eric Crestan,M,1
Eric Horvitz,M,3
Eric L. Schwartz,M,1
Eric Melz,M,1
Eric N. Mortensen,M,1
Eric P. Xing,M,1
Eric Saund,M,1
Erich M. Nahum,M,1
Erick Cantú-Paz,M,1
Erik B. Sudderth,M,1
Erik G. Learned-Miller,M,1
Erik M. van Mulligen,M,1
Erik Vee,M,1
Ernest Teniente,M,1
Ernesto Damiani,M,1
Esther Koller-Meier,F,1
Esther Lock,F,1
Esther Ryvkina,F,1
Ethan J. Tira-Thompson,M,1
Eugene Agichtein,M,1
Eugene Inseok Chong,M,1
Eugene J. Shekita,M,2
Eugene M. Luks,M,1
Eugene Nudelman,M,1
Eugene Wu 0002,M,1
Eugénie von Tunzelmann,F,1
Eugénio C. Oliveira,M,1
Evan Sultanik,M,1
Evan W. Steeg,M,1
Evangelos Kanoulas,M,1
Evgeniy Bart,M,1
Evgeniy Gabrilovich,M,2
Ewa Deelman,F,1
Fabian Mörchen,M,1
Fabien De Marchi,M,1
Fabien Mathieu,M,1
Fabio Casati,M,2
Fabio Ciravegna,M,1
Fabio Vitali,M,1
Fabrice Clérot,M,1
Fabrizio Costa,M,1
Fabrizio Sebastiani 0001,M,1
Fabrizio Silvestri,M,2
Fabrizio Smeraldi,M,1
Fadi Dornaika,M,1
Faisal Farooq,M,1
Faiz Currim,M,1
Fan Yang 0003,M,1
Fang Chu,M,1
Fang Du,M,1
Fang Li 0001,M,1
Fang Liu 0019,M,1
Fang Yu,M,1
Farhad Oroumchian,M,1
Farid Parvini,M,1
Farouk Toumani,M,2
Farshad Fotouhi,M,1
Farzin Maghoul,M,1
Fatih Porikli,M,1
Fatma Özcan,F,1
Federico Pernici,M,1
Fei Pan,M,1
Fei Sha,M,1
Fei Zheng 0001,M,1
Fei-Fei Li 0001,M,1
Felix Weigel,M,1
Feng Huang 0001,M,1
Feng Kang,M,1
Feng Pan,M,2
Feng Tian,M,1
Fernanda Lima,F,1
Fernando De la Torre,M,1
Fernando Diaz 0001,M,2
Fidel Cacheda,M,1
Filippo Maria Pucci,M,1
Filippo Menczer,M,2
Flavio Rizzolo,M,1
Flavius Frasincar,M,2
Flip Korn,M,1
Florian Waas,M,1
Floris Geerts,M,1
Floris Roelofsen,M,1
Flávio L. C. Pádua,M,1
Foster J. Provost,M,1
Foto N. Afrati,M,2
Fragkiskos Pentaris,M,1
Frances L. Johnson,F,1
Francesc Moreno-Noguer,M,1
Francesc X. Noria,M,1
Francesca Giardini,F,1
Francesca Marzo,F,1
Francesca Rossi,F,1
Francesco Bonchi,M,2
Francesco Buccafurri,M,1
Francesco Calimeri,M,1
Francesco Merlo,M,1
Francesco Ricca,M,1
Francesco Scarcello,M,1
Francis R. Bach,M,1
Francisco Curbera,M,1
Francisco Ocegueda-Hernandez,M,1
Franck Davoine,M,1
Franck Galpin,M,1
Franco Scarselli,M,2
Franco Turini,M,1
Frank A. Biocca,M,1
Frank Dellaert,M,3
Frank Neven,M,1
Frank Nielsen,M,1
Frank Sauer,M,1
Frank van Harmelen,M,1
Frans Coenen,M,1
François Bry,M,1
François Chaumette,M,1
François Dang Ngoc,M,1
François Fouss,M,1
François Jacquenet,M,1
François Rioult,M,1
François Rivest,M,1
Françoise Fessant,F,1
Fred Douglis,M,1
Fred Rothganger,M,1
Fred Videon,M,1
Frederick H. Lochovsky,M,2
Frederick Knabe,M,1
Frederick Reiss,M,1
Frederik Schaffalitzky,M,1
Fredric C. Gey,M,1
Frédéric Andrès,M,1
Frédéric Cao,M,1
Frédéric Jurie,M,1
Fu Jie Huang,M,1
Félix Goyache,M,1
Félix Ingrand,M,1
Gabriel Huecas,M,1
Gabriel M. Kuper,M,1
Gabriel Pui Cheong Fung,M,1
Gabriel Somlo,M,1
Gabriella Kazai,F,2
Gal Chechik,M,1
Galina V. Veres,F,1
Ganesh Ramakrishnan,M,1
Ganesh Ramesh,M,1
Gang Hua 0001,M,1
Gang Kou,M,1
Gang Li 0009,M,2
Gang Luo 0001,M,1
Gang Qu,M,2
Gang Wang 0004,M,1
Gang Wu 0005,M,1
Gang Yu,M,1
Gang Zhang,M,1
Gao Cong,M,4
Gareth J. Janacek,M,1
Garrett Jacobson,M,1
Gary Kratkiewicz,M,1
Gauri Shah,F,1
Gautam Das 0001,M,2
Geert Caenen,M,1
Gene Tsudik,M,1
Gennady L. Andrienko,M,1
Gennaro Cordasco,M,1
Geoff Crew,M,1
Geoff Hulten,M,1
Geoffrey I. Webb,M,1
Geoffrey J. Gordon,M,2
Geoffrey M. Voelker,M,1
Geoffrey S. Knauth,M,1
Georg Gottlob,M,2
Georg Lausen,M,1
George A. Mihaila,M,4
George Bebis,M,1
